Log Time,RPM,TPS,IAP,HO2,HO2 Wideband,IGN,STP,GEAR,CLUTCH,NT,BOOST,IP,AP,CLT,IAT,BATT,PAIR,FUEL1,FUEL2,FUEL3,FUEL4,HOX_ON,ECU_COV1,IAP_8bit,PRESSURE,ECU_AN15,DUTY,TARGET_BOOST,OVERBOOST,GEAR_IGN_RETARD,BOOST_IGN_RETARD,TOTAL_IGN_RETARD,PRIMARY_INJ,SECONDARY_INJ,New Data Rate %,,,,,,,,,,,,,,,,,,,,,,
00:00:08.813,128,241,18,52,97,8,8,1,5,161,1,16,161,1,54,255,255,16,202,62,142,71,72,184,178,77,0,255,116,36,255,7,161,7,153,7,61,7,208,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0
00:00:08.884,1777,63,46,77,308,79,26,0,Out,TRUE,255,138,184,71,8,180,0,2068,1979,2005,2005,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:08.884,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,17,215,63,138,71,72,184,180,77,0,255,116,36,255,8,20,7,187,7,213,7,213,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0
00:00:08.960,1844,63,41,83,332,79,26,0,Out,TRUE,255,143,184,71,5,179,0,2013,1994,2031,2032,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:08.960,128,241,18,52,97,8,8,1,5,161,1,16,161,1,78,255,255,18,133,63,143,71,72,184,179,83,0,255,116,36,255,7,221,7,202,7,239,7,240,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.035,1908,64,42,95,380,79,26,0,Out,TRUE,255,142,184,71,8,180,0,2089,2008,2050,2037,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.035,128,241,18,52,97,8,8,1,5,161,1,16,161,1,126,255,255,19,42,64,142,71,72,184,180,95,0,255,116,36,255,8,41,7,216,8,2,7,245,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.109,2028,64,38,107,428,80,26,0,Out,TRUE,255,146,184,71,5,180,0,2086,2026,2054,2094,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.109,128,241,18,52,97,8,8,1,5,161,1,16,161,1,174,255,255,20,92,64,146,71,72,184,180,107,0,255,116,36,255,8,38,7,234,8,6,8,46,255,255,79,80,79,79,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.187,2035,64,39,134,536,85,26,0,Out,TRUE,255,145,184,71,8,179,0,2054,2026,2043,2030,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.187,128,241,18,52,97,8,8,1,5,161,1,16,161,2,27,255,255,20,112,64,145,71,72,184,179,134,0,255,116,36,255,8,6,7,234,7,251,7,238,255,255,85,85,84,84,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.262,2237,65,40,158,632,85,26,0,Out,TRUE,255,144,184,71,5,179,0,2075,2057,2076,2060,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.262,128,241,18,52,97,8,8,1,5,161,1,16,161,2,121,255,255,22,119,65,144,71,72,184,179,158,0,255,116,36,255,8,27,8,9,8,28,8,12,255,255,93,85,92,89,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.337,2370,65,42,156,624,99,26,0,Out,TRUE,255,142,184,71,8,180,0,2123,2113,2086,2051,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.337,128,241,18,52,97,8,8,1,5,161,1,16,161,2,114,255,255,23,203,65,142,71,72,184,180,156,0,255,116,36,255,8,75,8,65,8,38,8,3,255,255,94,99,96,99,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.412,2635,65,48,153,612,104,26,0,Out,TRUE,255,136,184,71,5,180,0,2171,2117,2148,2142,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.412,128,241,18,52,97,8,8,1,5,161,1,16,161,2,102,255,255,26,117,65,136,71,72,184,180,153,0,255,116,36,255,8,123,8,69,8,100,8,94,255,255,114,104,111,109,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.487,2851,65,45,140,560,128,26,0,Out,TRUE,255,139,184,71,8,179,0,2093,2065,2043,2065,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.487,128,241,18,52,97,8,8,1,5,161,1,16,161,2,50,255,255,28,160,65,139,71,72,184,179,140,0,255,116,36,255,8,45,8,17,7,251,8,17,255,255,127,128,132,131,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.562,3055,65,47,140,560,140,26,0,Out,TRUE,255,137,184,71,5,180,0,1955,1913,1971,2016,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.562,128,241,18,52,97,8,8,1,5,161,1,16,161,2,50,255,255,30,171,65,137,71,72,184,180,140,0,255,116,36,255,7,163,7,121,7,179,7,224,255,255,136,140,142,138,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.639,3208,66,53,140,560,149,26,0,Out,TRUE,255,131,184,71,8,180,0,1742,1716,1749,1737,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.639,128,241,18,52,97,8,8,1,5,161,1,16,161,2,50,255,255,32,55,66,131,71,72,184,180,140,0,255,116,36,255,6,206,6,180,6,213,6,201,255,255,144,149,149,144,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.715,3332,65,53,128,512,152,26,0,Out,TRUE,255,131,184,71,5,181,0,1688,1669,1628,1661,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.715,128,241,18,52,97,8,8,1,5,161,1,16,161,2,2,255,255,33,117,65,131,71,72,184,181,128,0,255,116,36,255,6,152,6,133,6,92,6,125,255,255,147,152,154,147,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.789,3439,65,54,119,476,154,26,0,Out,TRUE,255,130,184,71,8,180,0,1626,1600,1613,1619,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.789,128,241,18,52,97,8,8,1,5,161,1,16,161,1,222,255,255,34,135,65,130,71,72,184,180,119,0,255,116,36,255,6,90,6,64,6,77,6,83,255,255,148,154,155,149,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.864,3532,66,57,119,476,158,26,0,Out,TRUE,255,127,184,71,5,180,0,1628,1613,1610,1613,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.864,128,241,18,52,97,8,8,1,5,161,1,16,161,1,222,255,255,35,118,66,127,71,72,184,180,119,0,255,116,36,255,6,92,6,77,6,74,6,77,255,255,154,158,159,153,255,26,255,255,25,48,0,5,0,255,255,0
00:00:09.939,3643,65,61,119,476,161,26,0,Out,TRUE,255,123,184,71,8,181,0,1591,1585,1562,1575,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:09.939,128,241,18,52,97,8,8,1,5,161,1,16,161,1,222,255,255,36,147,65,123,71,72,184,181,119,0,255,116,36,255,6,55,6,49,6,26,6,39,255,255,157,161,162,156,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.015,3785,66,65,119,476,170,26,0,Out,TRUE,255,119,184,71,5,182,0,1567,1547,1559,1557,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.015,128,241,18,52,97,8,8,1,5,161,1,16,161,1,223,255,255,38,0,66,119,71,72,184,182,119,0,255,116,36,255,6,31,6,11,6,23,6,21,255,255,161,170,172,159,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.091,3998,66,67,119,476,183,29,0,Out,TRUE,255,117,184,71,8,181,0,1563,1563,1555,1561,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.091,128,241,18,52,97,8,8,1,5,161,1,16,161,1,222,255,255,40,35,66,117,71,72,184,181,119,0,255,116,36,255,6,27,6,27,6,19,6,25,255,255,172,183,181,170,255,29,255,255,25,48,0,5,0,255,255,0
00:00:10.164,4132,66,70,107,428,183,29,0,Out,TRUE,255,114,184,71,5,180,0,1541,1519,1534,1538,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.164,128,241,18,52,97,8,8,1,5,161,1,16,161,1,174,255,255,41,123,66,114,71,72,184,180,107,0,255,116,36,255,6,5,5,239,5,254,6,2,255,255,178,183,185,181,255,29,255,255,25,48,0,5,0,255,255,0
00:00:10.239,4224,66,71,105,420,187,32,0,Out,TRUE,255,114,185,71,8,180,0,1456,1441,1434,1455,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.239,128,241,18,52,97,8,8,1,5,161,1,16,161,1,166,255,255,42,104,66,114,71,72,185,180,105,0,255,116,36,255,5,176,5,161,5,154,5,175,255,255,185,187,190,181,255,32,255,255,25,48,0,5,0,255,255,0
00:00:10.315,4246,66,68,75,300,188,32,0,Out,TRUE,255,116,184,71,5,181,0,1419,1415,1381,1402,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.315,128,241,18,52,97,8,8,1,5,161,1,16,161,1,47,255,255,42,160,66,116,71,72,184,181,75,0,255,116,36,255,5,139,5,135,5,101,5,122,255,255,187,188,192,187,255,32,255,255,25,48,0,5,0,255,255,0
00:00:10.389,4137,58,93,68,272,181,32,0,Out,TRUE,255,91,184,71,8,180,0,1205,1091,971,1020,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.389,128,241,18,52,97,8,8,1,5,161,1,16,161,1,19,255,255,41,138,58,91,71,72,184,180,68,0,255,116,36,255,4,181,4,67,3,203,3,252,255,255,154,181,196,199,255,32,255,255,25,48,0,5,0,255,255,0
00:00:10.464,3489,58,95,68,272,159,32,0,Out,TRUE,255,89,184,71,5,181,0,810,817,814,855,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.464,128,241,18,52,97,8,8,1,5,161,1,16,161,1,19,255,255,35,9,58,89,71,72,184,181,68,0,255,116,36,255,3,42,3,49,3,46,3,87,255,255,133,159,144,152,255,32,255,255,25,48,0,5,0,255,255,0
00:00:10.539,2719,58,84,68,272,85,26,0,Out,TRUE,255,100,184,71,8,181,0,953,950,953,946,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.539,128,241,18,52,97,8,8,1,5,161,1,16,161,1,19,255,255,27,77,58,100,71,72,184,181,68,0,255,116,36,255,3,185,3,182,3,185,3,178,255,255,92,85,70,78,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.614,2055,58,77,70,280,77,26,0,Out,TRUE,255,107,184,71,5,181,0,1037,1048,1014,1009,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.614,128,241,18,52,97,8,8,1,5,161,1,16,161,1,27,255,255,20,163,58,107,71,72,184,181,70,0,255,116,36,255,4,13,4,24,3,246,3,241,255,255,77,77,77,77,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.690,1594,58,58,72,288,76,26,0,Out,TRUE,255,126,184,72,8,181,0,1236,1276,1157,1114,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.690,128,241,18,52,97,8,8,1,5,161,1,16,161,1,35,255,255,16,1,58,126,72,72,184,181,72,0,255,115,36,255,4,212,4,252,4,133,4,90,255,255,76,76,76,76,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.764,1643,57,65,75,300,77,26,0,Out,TRUE,255,119,184,72,5,181,0,1325,1276,1308,1315,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.764,128,241,18,52,97,8,8,1,5,161,1,16,161,1,47,255,255,16,128,57,119,72,72,184,181,75,0,255,115,36,255,5,45,4,252,5,28,5,35,255,255,77,77,77,77,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.839,1198,58,58,95,380,77,26,0,Out,TRUE,255,126,184,72,8,180,0,1471,1333,1433,1374,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.839,128,241,18,52,97,8,8,1,5,161,1,16,161,1,127,255,255,12,8,58,126,72,72,184,180,95,0,255,115,36,255,5,191,5,53,5,153,5,94,255,255,76,77,77,77,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.914,1534,57,67,93,372,76,26,0,Out,TRUE,255,117,184,72,5,178,0,1482,1596,1479,1617,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.914,128,241,18,52,97,8,8,1,5,161,1,16,161,1,119,255,255,15,103,57,117,72,72,184,178,93,0,255,115,36,255,5,202,6,60,5,199,6,81,255,255,75,76,75,75,255,26,255,255,25,48,0,5,0,255,255,0
00:00:10.990,1358,58,65,110,440,75,26,0,Out,TRUE,255,119,184,72,8,179,0,1512,1368,1411,1397,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:10.990,128,241,18,52,97,8,8,1,5,161,1,16,161,1,186,255,255,13,162,58,119,72,72,184,179,110,0,255,115,36,255,5,232,5,88,5,131,5,117,255,255,76,75,76,76,255,26,255,255,25,48,0,5,0,255,255,0
00:00:11.064,1282,72,25,94,376,76,26,0,Out,TRUE,255,159,184,72,5,179,0,1469,1615,1411,1882,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.064,128,241,18,52,97,8,8,1,5,161,1,16,161,1,123,255,255,12,224,72,159,72,72,184,179,94,0,255,115,36,255,5,189,6,79,5,131,7,90,255,255,76,76,75,75,255,26,255,255,25,48,0,5,0,255,255,0
00:00:11.139,2455,106,6,72,288,77,26,0,Out,TRUE,255,178,184,72,8,179,0,4454,4699,4471,4491,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.139,128,241,18,52,97,8,8,1,5,161,1,16,161,1,35,255,255,24,165,106,178,72,72,184,179,72,0,255,115,36,255,17,102,18,91,17,119,17,139,255,255,105,77,100,88,255,26,255,255,25,48,0,5,0,255,255,0
00:00:11.217,3825,59,15,86,344,161,39,0,Out,TRUE,255,169,184,72,5,179,0,2014,4634,3707,4674,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.217,128,241,18,52,97,8,8,1,5,161,1,16,161,1,91,255,255,38,103,59,169,72,72,184,179,86,0,255,115,36,255,7,222,18,26,14,123,18,66,255,255,152,161,114,111,255,39,255,255,25,48,0,5,0,255,255,0
00:00:11.292,3491,57,93,167,668,155,32,0,Out,TRUE,255,91,184,72,8,181,0,452,461,485,513,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.292,128,241,18,52,97,8,8,1,5,161,1,16,161,2,157,255,255,35,14,57,91,72,72,184,181,167,0,255,115,36,255,1,196,1,205,1,229,2,1,255,255,161,155,167,149,255,32,255,255,25,48,0,5,0,255,255,0
00:00:11.366,2728,58,88,160,640,81,29,0,Out,TRUE,255,96,184,72,5,181,0,799,835,776,865,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.366,128,241,18,52,97,8,8,1,5,161,1,16,161,2,130,255,255,27,100,58,96,72,72,184,181,160,0,255,115,36,255,3,31,3,67,3,8,3,97,255,255,88,81,95,74,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.441,2226,58,80,160,640,76,29,0,Out,TRUE,255,104,184,72,8,179,0,938,966,1003,998,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.441,128,241,18,52,97,8,8,1,5,161,1,16,161,2,130,255,255,22,89,58,104,72,72,184,179,160,0,255,115,36,255,3,170,3,198,3,235,3,230,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.519,1839,58,72,160,640,76,29,0,Out,TRUE,255,112,184,72,5,179,0,1193,1063,1132,1099,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.519,128,241,18,52,97,8,8,1,5,161,1,16,161,2,129,255,255,18,118,58,112,72,72,184,179,160,0,255,115,36,255,4,169,4,39,4,108,4,75,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.594,1485,58,64,181,724,76,29,0,Out,TRUE,255,120,184,72,8,180,0,1314,1212,1290,1276,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.594,128,241,18,52,97,8,8,1,5,161,1,16,161,2,214,255,255,14,234,58,120,72,72,184,180,181,0,255,115,36,255,5,34,4,188,5,10,4,252,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.668,1368,58,62,170,680,76,29,0,Out,TRUE,255,122,184,72,5,178,0,1368,1334,1345,1371,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.668,128,241,18,52,97,8,8,1,5,161,1,16,161,2,170,255,255,13,188,58,122,72,72,184,178,170,0,255,115,36,255,5,88,5,54,5,65,5,91,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.744,1297,58,60,170,680,76,29,0,Out,TRUE,255,124,184,72,8,178,0,1368,1495,1587,1534,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.744,128,241,18,52,97,8,8,1,5,161,1,16,161,2,169,255,255,13,7,58,124,72,72,184,178,170,0,255,115,36,255,5,88,5,215,6,51,5,254,255,255,76,76,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.819,1515,58,63,165,660,75,29,0,Out,TRUE,255,121,184,72,5,179,0,1576,1478,1447,1464,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.819,128,241,18,52,97,8,8,1,5,161,1,16,161,2,150,255,255,15,55,58,121,72,72,184,179,165,0,255,115,36,255,6,40,5,198,5,167,5,184,255,255,75,75,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.894,1311,69,29,131,524,76,29,0,Out,TRUE,255,155,184,72,8,180,0,1483,1507,1414,1719,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.894,128,241,18,52,97,8,8,1,5,161,1,16,161,2,15,255,255,13,43,69,155,72,72,184,180,131,0,255,115,36,255,5,203,5,227,5,134,6,183,255,255,76,76,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:11.968,2201,90,6,85,340,74,29,0,Out,TRUE,255,178,184,72,5,178,0,3843,4031,3637,3879,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:11.968,128,241,18,52,97,8,8,1,5,161,1,16,161,1,87,255,255,22,26,90,178,72,72,184,178,85,0,255,115,36,255,15,3,15,191,14,53,15,39,255,255,75,74,88,80,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.041,3063,92,8,67,268,108,29,0,Out,TRUE,255,176,184,72,8,179,0,3441,3407,3464,3513,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.041,128,241,18,52,97,8,8,1,5,161,1,16,161,1,15,255,255,30,193,92,176,72,72,184,179,67,0,255,115,36,255,13,113,13,79,13,136,13,185,255,255,107,108,106,110,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.116,3412,58,86,112,448,138,32,0,Out,TRUE,255,98,184,72,5,180,0,641,583,1328,486,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.116,128,241,18,52,97,8,8,1,5,161,1,16,161,1,194,255,255,34,65,58,98,72,72,184,180,112,0,255,115,36,255,2,129,2,71,5,48,1,230,255,255,142,138,126,133,255,32,255,255,25,48,0,5,0,255,255,0
00:00:12.192,2676,57,85,118,472,77,29,0,Out,TRUE,255,99,184,72,8,179,0,701,742,648,796,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.192,128,241,18,52,97,8,8,1,5,161,1,16,161,1,218,255,255,26,222,57,99,72,72,184,179,118,0,255,115,36,255,2,189,2,230,2,136,3,28,255,255,84,77,91,70,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.266,2080,58,80,122,488,76,29,0,Out,TRUE,255,105,185,72,5,181,0,1022,905,1003,992,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.266,128,241,18,52,97,8,8,1,5,161,1,16,161,1,234,255,255,20,225,58,105,72,72,185,181,122,0,255,115,36,255,3,254,3,137,3,235,3,224,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.341,1693,58,70,160,640,76,29,0,Out,TRUE,255,114,184,72,8,180,0,1226,1063,1153,1108,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.341,128,241,18,52,97,8,8,1,5,161,1,16,161,2,130,255,255,17,0,58,114,72,72,184,180,160,0,255,115,36,255,4,202,4,39,4,129,4,84,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.419,1613,57,69,153,612,76,29,0,Out,TRUE,255,116,185,72,5,180,0,1320,1227,1292,1269,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.419,128,241,18,52,97,8,8,1,5,161,1,16,161,2,102,255,255,16,51,57,116,72,72,185,180,153,0,255,115,36,255,5,40,4,203,5,12,4,245,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.494,1422,57,68,167,668,76,29,0,Out,TRUE,255,117,185,72,8,180,0,1394,1326,1346,1333,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.494,128,241,18,52,97,8,8,1,5,161,1,16,161,2,157,255,255,14,71,57,117,72,72,185,180,167,0,255,115,36,255,5,114,5,46,5,66,5,53,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.569,1419,58,66,167,668,76,29,0,Out,TRUE,255,118,184,72,5,181,0,1473,1363,1399,1436,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.569,128,241,18,52,97,8,8,1,5,161,1,16,161,2,158,255,255,14,63,58,118,72,72,184,181,167,0,255,115,36,255,5,193,5,83,5,119,5,156,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.643,1321,58,57,167,668,76,29,0,Out,TRUE,255,127,184,72,8,179,0,1416,1476,1399,1538,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.643,128,241,18,52,97,8,8,1,5,161,1,16,161,2,157,255,255,13,67,58,127,72,72,184,179,167,0,255,115,36,255,5,136,5,196,5,119,6,2,255,255,76,76,75,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.719,1449,57,60,110,440,75,29,0,Out,TRUE,255,124,184,72,5,179,0,1557,1508,1570,1487,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.719,128,241,18,52,97,8,8,1,5,161,1,16,161,1,185,255,255,14,141,57,124,72,72,184,179,110,0,255,115,37,255,6,21,5,228,6,34,5,207,255,255,75,75,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.794,1396,57,64,95,380,75,29,0,Out,TRUE,255,121,185,72,8,178,0,1482,1457,1435,1530,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.794,128,241,18,52,97,8,8,1,5,161,1,16,161,1,126,255,255,14,6,57,121,72,72,185,178,95,0,255,115,37,255,5,202,5,177,5,155,5,250,255,255,75,75,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.869,1389,58,60,79,316,75,29,0,Out,TRUE,255,124,184,72,5,178,0,1541,1532,1509,1651,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.869,128,241,18,52,97,8,8,1,5,161,1,16,161,1,63,255,255,13,242,58,124,72,72,184,178,79,0,255,115,37,255,6,5,5,252,5,229,6,115,255,255,75,75,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:12.943,1487,58,61,66,264,75,29,0,Out,TRUE,255,123,184,72,8,179,0,1539,1532,1526,1568,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:12.943,128,241,18,52,97,8,8,1,5,161,1,16,161,1,11,255,255,14,238,58,123,72,72,184,179,66,0,255,115,37,255,6,3,5,252,5,246,6,32,255,255,75,75,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:13.019,1426,58,58,60,240,76,29,0,Out,TRUE,255,126,184,73,5,178,0,1547,1467,1487,1501,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:13.019,128,241,18,52,97,8,8,1,5,161,1,16,161,0,243,255,255,14,83,58,126,73,72,184,178,60,0,255,115,37,255,6,11,5,187,5,207,5,221,255,255,76,76,75,75,255,29,255,255,25,48,0,5,0,255,255,0
00:00:13.094,1531,58,58,55,220,76,29,0,Out,TRUE,255,126,184,72,8,180,0,1555,1542,1538,1579,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:13.094,128,241,18,52,97,8,8,1,5,161,1,16,161,0,220,255,255,15,95,58,126,72,72,184,180,55,0,255,115,36,255,6,19,6,6,6,2,6,43,255,255,75,76,75,76,255,29,255,255,25,48,0,5,0,255,255,0
00:00:13.169,1505,59,58,56,224,76,29,0,Out,TRUE,255,126,184,72,5,179,0,1564,1481,1524,1510,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,
00:00:13.169,128,241,18,52,97,8,8,1,5,161,1,16,161,0,227,255,255,15,29,59,126,72,72,184,179,56,0,255,115,36,255,6,28,5,201,5,244,5,230,255,255,76,76,76,76,255,29,255,255,25,48,0,5,0,255,255,0
